,index,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,aprovado
246,1187,white,5.9,0.29,0.32,1.4,0.022000000000000002,17.0,47.0,0.9899,3.35,0.35,11.5,1
247,392,white,7.0,0.46,0.39,6.2,0.039,46.0,163.0,0.9928,3.21,0.35,12.2,1
248,1109,white,7.3,0.18,0.29,1.2,0.044000000000000004,12.0,143.0,0.9918,3.2,0.48,11.3,1
249,1802,white,5.9,0.23,0.24,3.8,0.038,61.0,152.0,0.99139,3.31,0.5,11.3,1
250,1841,white,6.2,0.19,0.29,4.3,0.045,33.0,126.0,0.9965799999999999,3.18,0.42,9.3,1
251,3576,white,6.4,0.24,0.29,1.0,0.038,18.0,122.0,0.9906,3.3,0.42,11.5,0
252,3801,white,7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,0
253,2863,white,9.2,0.35,0.39,0.9,0.042,15.0,61.0,0.9924,2.96,0.28,10.4,0
254,1448,white,7.8,0.21,0.39,1.8,0.034,62.0,180.0,0.991,3.09,0.75,12.6,1
255,4230,red,11.9,0.58,0.66,2.5,0.07200000000000001,6.0,37.0,0.9992,3.05,0.56,10.0,0
256,1370,white,6.8,0.24,0.33,3.2,0.049,68.0,161.0,0.99324,3.1,0.69,10.2,1
257,3313,white,7.5,0.28,0.78,12.1,0.040999999999999995,53.0,161.0,0.9983799999999999,2.98,0.44,8.7,0
258,1386,white,7.5,0.42,0.2,1.4,0.06,15.0,168.0,0.9944,3.06,0.4,9.4,1
259,1239,red,9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,10.6,1
260,2110,red,6.8,0.67,0.15,1.8,0.11800000000000001,13.0,20.0,0.9954,3.42,0.67,11.3,1
261,1838,white,6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,1
262,3181,white,6.9,0.32,0.13,7.8,0.042,11.0,117.0,0.996,3.23,0.37,9.2,0
263,1404,white,6.7,0.41,0.27,2.6,0.033,25.0,85.0,0.9908600000000001,3.05,0.34,11.7,1
264,1275,white,7.0,0.26,0.46,15.55,0.037000000000000005,61.0,171.0,0.9986,2.94,0.35,8.8,1
265,2483,white,7.3,0.32,0.23,13.7,0.05,49.0,197.0,0.9985,3.2,0.46,8.7,0
266,4658,red,6.8,0.815,0.0,1.2,0.267,16.0,29.0,0.99471,3.32,0.51,9.8,0
267,2539,white,6.8,0.26,0.22,7.7,0.047,57.0,210.0,0.9959,3.1,0.47,9.0,0
268,792,white,6.9,0.36,0.28,13.55,0.048,51.0,189.0,0.99782,3.0,0.6,9.5,1
269,3914,white,5.9,0.22,0.18,6.4,0.040999999999999995,28.0,120.0,0.99403,3.27,0.5,9.9,0
270,3568,white,6.6,0.28,0.41,7.0,0.046,59.0,194.0,0.9955799999999999,3.14,0.48,9.4,0
271,1788,white,5.4,0.22,0.35,6.5,0.028999999999999998,26.0,87.0,0.99092,3.29,0.44,12.5,1
272,304,white,6.6,0.21,0.49,18.15,0.042,41.0,158.0,0.9997,3.28,0.39,8.7,1
273,3204,white,6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,0
274,3191,white,7.1,0.26,0.19,8.2,0.051,53.0,187.0,0.996,3.16,0.52,9.7,0
275,4125,red,6.3,0.39,0.08,1.7,0.066,3.0,20.0,0.9954,3.34,0.58,9.4,0
276,2151,white,6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.9918899999999999,3.04,0.59,11.3,1
277,3150,white,6.5,0.22,0.25,17.1,0.05,44.0,138.0,1.0001,3.3,0.37,8.8,0
278,4734,red,7.4,0.47,0.46,2.2,0.114,7.0,20.0,0.9964700000000001,3.32,0.63,10.5,0
279,2622,white,6.3,0.26,0.25,7.8,0.057999999999999996,44.0,166.0,0.9961,3.24,0.41,9.0,0
280,1141,white,6.6,0.16,0.35,1.8,0.042,26.0,105.0,0.98962,3.19,0.75,12.4,1
281,4160,red,8.2,0.5,0.35,2.9,0.077,21.0,127.0,0.9976,3.23,0.62,9.4,0
282,3057,white,7.2,0.47,0.65,8.3,0.083,27.0,182.0,0.9964,3.0,0.35,9.2,0
283,4576,red,6.4,0.885,0.0,2.3,0.166,6.0,12.0,0.99551,3.56,0.51,10.8,0
284,4572,red,6.6,0.8,0.03,7.8,0.079,6.0,12.0,0.9963,3.52,0.5,12.2,0
285,4132,red,7.1,0.43,0.42,5.5,0.07,29.0,129.0,0.9973,3.42,0.72,10.5,0
286,1750,white,7.4,0.16,0.49,1.2,0.055,18.0,150.0,0.9917,3.23,0.47,11.2,1
287,2039,white,7.0,0.4,0.25,1.8,0.05,51.0,189.0,0.99174,3.0,0.55,11.4,1
288,2481,white,7.1,0.24,0.41,17.8,0.046,39.0,145.0,0.9998,3.32,0.39,8.7,0
289,3391,white,6.9,0.4,0.22,5.95,0.081,76.0,303.0,0.99705,3.4,0.57,9.4,0
290,2228,white,5.0,0.29,0.54,5.7,0.035,54.0,155.0,0.9897600000000001,3.27,0.34,12.9,1
291,255,red,7.0,0.36,0.21,2.4,0.086,24.0,69.0,0.99556,3.4,0.53,10.1,1
292,3645,white,6.6,0.26,0.22,18.15,0.05,23.0,139.0,0.9990399999999999,3.06,0.5,9.2,0
293,2993,white,6.9,0.29,0.23,8.6,0.055999999999999994,56.0,215.0,0.9967,3.17,0.44,8.8,0
294,3907,white,7.2,0.47,0.16,5.9,0.048,14.0,125.0,0.9942799999999999,3.09,0.49,9.8,0
295,1754,white,8.2,0.18,0.31,11.8,0.039,96.0,249.0,0.9976,3.07,0.52,9.5,1
296,2023,white,7.0,0.22,0.26,2.8,0.036000000000000004,44.0,132.0,0.9907799999999999,3.34,0.41,12.0,1
297,29,white,7.8,0.28,0.34,1.6,0.027999999999999997,32.0,118.0,0.9901,3.0,0.38,12.1,1
298,2115,red,9.3,0.37,0.44,1.6,0.038,21.0,42.0,0.99526,3.24,0.81,10.8,1
299,3081,white,6.8,0.28,0.37,7.0,0.057,35.0,208.0,0.9973,3.57,0.55,10.2,0
300,683,white,5.9,0.29,0.25,12.0,0.057,48.0,224.0,0.9981,3.23,0.41,9.0,1
301,1255,white,7.2,0.115,0.3,6.8,0.055999999999999994,26.0,105.0,0.9954,3.44,0.4,9.6,1
302,2847,white,6.9,0.39,0.22,4.3,0.03,10.0,102.0,0.993,3.0,0.87,11.6,0
303,364,red,6.8,0.785,0.0,2.4,0.10400000000000001,14.0,30.0,0.9966,3.52,0.55,10.7,1
304,1057,white,8.1,0.28,0.4,6.9,0.05,30.0,97.0,0.9951,3.26,0.44,10.1,1
305,3224,white,7.4,0.33,0.26,15.6,0.049,67.0,210.0,0.9990700000000001,3.06,0.68,9.5,0
306,1644,white,7.3,0.28,0.36,12.7,0.04,38.0,140.0,0.998,3.3,0.79,9.6,1
307,2996,white,6.6,0.37,0.07,1.4,0.048,58.0,144.0,0.9922,3.17,0.38,10.0,0
308,4204,red,9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,9.8,0
309,4682,red,7.8,0.53,0.01,1.6,0.077,3.0,19.0,0.995,3.16,0.46,9.8,0
310,4335,red,8.8,0.6,0.29,2.2,0.098,5.0,15.0,0.9988,3.36,0.49,9.1,0
311,3898,white,6.3,0.305,0.22,16.0,0.061,26.0,141.0,0.99824,3.08,0.5,9.1,0
312,197,white,7.1,0.36,0.24,1.8,0.025,32.0,102.0,0.9903,3.34,0.59,12.8,1
313,64,white,6.4,0.37,0.19,3.5,0.068,18.0,101.0,0.9934,3.03,0.38,9.0,1
314,3948,white,5.8,0.28,0.66,9.1,0.039,26.0,159.0,0.9965,3.66,0.55,10.8,0
315,4098,red,7.2,0.49,0.24,2.2,0.07,5.0,36.0,0.996,3.33,0.48,9.4,0
316,3737,white,6.6,0.32,0.47,15.6,0.063,27.0,173.0,0.99872,3.18,0.56,9.0,0
317,3729,white,7.0,0.34,0.1,3.5,0.044000000000000004,17.0,63.0,0.9937,3.01,0.39,9.2,0
318,2576,white,5.6,0.35,0.37,1.0,0.038,6.0,72.0,0.9902,3.37,0.34,11.4,0
319,775,white,6.1,0.44,0.28,4.25,0.032,43.0,132.0,0.9916,3.26,0.47,11.3,1
320,34,white,7.3,0.34,0.3,9.4,0.057,34.0,178.0,0.99554,3.15,0.44,10.4,1
321,4010,white,6.4,0.33,0.44,8.9,0.055,52.0,164.0,0.9948799999999999,3.1,0.48,9.6,0
322,583,white,7.8,0.22,0.38,10.3,0.059000000000000004,28.0,99.0,0.9967,3.12,0.47,10.0,1
323,1976,red,6.5,0.63,0.33,1.8,0.059000000000000004,16.0,28.0,0.99531,3.36,0.64,10.1,1
324,4047,red,8.3,0.655,0.12,2.3,0.083,15.0,113.0,0.9966,3.17,0.66,9.8,0
325,86,white,6.0,0.25,0.28,7.7,0.053,37.0,132.0,0.9948899999999999,3.06,0.5,9.4,1
326,4083,red,7.8,0.43,0.7,1.9,0.46399999999999997,22.0,67.0,0.9974,3.13,1.28,9.4,0
327,2950,white,6.9,0.26,0.49,1.6,0.057999999999999996,39.0,166.0,0.9965,3.65,0.52,9.4,0
328,166,white,6.7,0.27,0.69,1.2,0.17600000000000002,36.0,106.0,0.9928799999999999,2.96,0.43,9.2,1
329,1919,white,5.7,0.22,0.28,1.3,0.027000000000000003,26.0,101.0,0.9894799999999999,3.35,0.38,12.5,1
330,1588,white,6.4,0.29,0.3,2.9,0.036000000000000004,25.0,79.0,0.9903700000000001,3.29,0.6,12.4,1
331,3562,white,6.5,0.48,0.02,0.9,0.043,32.0,99.0,0.99226,3.14,0.47,9.8,0
332,4056,red,7.7,0.935,0.43,2.2,0.114,22.0,114.0,0.997,3.25,0.73,9.2,0
333,678,white,8.0,0.4,0.33,7.7,0.034,27.0,98.0,0.9935,3.18,0.41,12.2,1
334,1073,white,6.9,0.26,0.38,10.5,0.044000000000000004,33.0,139.0,0.9951700000000001,3.06,0.5,10.3,1
335,3631,white,7.7,0.32,0.61,11.8,0.040999999999999995,66.0,188.0,0.9979399999999999,3.0,0.54,9.3,0
336,108,white,5.8,0.13,0.22,12.7,0.057999999999999996,24.0,183.0,0.9956,3.32,0.42,11.7,1
337,1941,white,6.5,0.23,0.45,2.1,0.027000000000000003,43.0,104.0,0.99054,3.02,0.52,11.3,1
338,203,white,5.8,0.3,0.33,3.5,0.033,25.0,116.0,0.9905700000000001,3.2,0.44,11.7,1
339,3994,white,6.4,0.31,0.31,12.9,0.045,55.0,161.0,0.99546,3.02,0.59,10.2,0
340,4681,red,10.0,0.32,0.59,2.2,0.077,3.0,15.0,0.9994,3.2,0.78,9.6,0
341,1000,red,5.9,0.29,0.25,13.4,0.067,72.0,160.0,0.99721,3.33,0.54,10.3,1
342,4227,red,13.5,0.53,0.79,4.8,0.12,23.0,77.0,1.0018,3.18,0.77,13.0,0
343,2881,white,6.1,0.22,0.49,1.5,0.051,18.0,87.0,0.9928,3.3,0.46,9.6,0
344,3027,white,5.8,0.33,0.2,16.05,0.047,26.0,166.0,0.9976,3.09,0.46,8.9,0
345,3443,white,7.1,0.26,0.32,16.2,0.044000000000000004,31.0,170.0,0.99644,3.17,0.37,11.2,0
346,485,white,6.3,0.29,0.29,3.3,0.037000000000000005,32.0,140.0,0.9895,3.17,0.36,12.8,1
347,1193,red,8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.9955200000000001,3.41,0.76,11.9,1
348,143,white,6.3,0.26,0.24,7.2,0.039,38.0,172.0,0.9958,3.49,0.64,9.7,1
349,3992,white,5.8,0.3,0.09,6.3,0.042,36.0,138.0,0.99382,3.15,0.48,9.7,0
350,1790,white,7.6,0.17,0.46,0.9,0.036000000000000004,63.0,147.0,0.99126,3.02,0.41,10.7,1
351,257,white,7.8,0.4,0.49,7.8,0.06,34.0,162.0,0.9966,3.26,0.58,11.3,1
352,2058,white,6.4,0.38,0.2,5.3,0.11699999999999999,57.0,181.0,0.99459,3.24,0.43,9.5,1
353,3201,white,6.5,0.39,0.35,1.6,0.049,10.0,164.0,0.99516,3.35,0.51,9.7,0
354,1053,white,7.4,0.24,0.42,14.0,0.066,48.0,198.0,0.9979,2.89,0.42,8.9,1
355,1245,white,6.0,0.22,0.23,5.0,0.045,10.0,122.0,0.99261,2.94,0.63,10.0,1
356,221,white,5.6,0.205,0.16,12.55,0.051,31.0,115.0,0.99564,3.4,0.38,10.8,1
357,3207,white,6.1,0.23,0.45,10.6,0.094,49.0,169.0,0.9969899999999999,3.05,0.54,8.8,0
358,339,white,6.1,0.24,0.27,11.5,0.05,51.0,133.0,0.9947600000000001,3.22,0.37,10.8,1
359,2079,white,6.8,0.22,0.24,4.9,0.092,30.0,123.0,0.9951,3.03,0.46,8.6,1
360,4647,red,6.1,0.34,0.25,1.8,0.084,4.0,28.0,0.99464,3.36,0.44,10.1,0
361,987,white,6.2,0.22,0.2,20.8,0.035,58.0,184.0,1.00022,3.11,0.53,9.0,1
362,4532,red,7.0,0.5,0.14,1.8,0.078,10.0,23.0,0.99636,3.53,0.61,10.4,0
363,1681,white,6.1,0.22,0.46,1.8,0.16,34.0,74.0,0.9884,3.19,0.33,13.4,1
364,4717,red,8.1,0.33,0.44,1.5,0.042,6.0,12.0,0.9954200000000001,3.35,0.61,10.7,0
365,4629,red,9.1,0.34,0.42,1.8,0.057999999999999996,9.0,18.0,0.99392,3.18,0.55,11.4,0
366,3847,white,5.7,0.26,0.24,17.8,0.059000000000000004,23.0,124.0,0.9977299999999999,3.3,0.5,10.1,0
367,746,white,7.5,0.34,0.35,6.0,0.034,12.0,126.0,0.9924,3.16,0.39,12.0,1
368,1016,white,7.2,0.32,0.24,5.6,0.033,23.0,120.0,0.99334,2.92,0.66,10.3,1
369,1701,white,6.8,0.25,0.3,11.8,0.043,53.0,133.0,0.99524,3.03,0.58,10.4,1
370,2887,white,6.3,0.23,0.49,7.1,0.05,67.0,210.0,0.9951,3.23,0.34,9.5,0
371,1523,white,6.6,0.22,0.35,1.4,0.05,23.0,83.0,0.99019,3.17,0.48,12.0,1
372,2771,white,6.7,0.26,0.26,4.1,0.073,36.0,202.0,0.9956,3.3,0.67,9.5,0
373,4001,white,5.8,0.36,0.5,1.0,0.127,63.0,178.0,0.9921200000000001,3.1,0.45,9.7,0
374,3872,white,7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.9966299999999999,3.14,0.4,9.5,0
375,4418,red,11.1,0.39,0.54,2.7,0.095,21.0,101.0,1.0001,3.13,0.51,9.5,0
376,171,white,5.4,0.22,0.29,1.2,0.045,69.0,152.0,0.9917799999999999,3.76,0.63,11.0,1
377,2032,red,7.5,0.31,0.41,2.4,0.065,34.0,60.0,0.99492,3.34,0.85,11.4,1
378,508,white,6.2,0.2,0.33,5.4,0.027999999999999997,21.0,75.0,0.9901200000000001,3.36,0.41,13.5,1
379,3424,white,6.4,0.24,0.25,20.2,0.083,35.0,157.0,0.99976,3.17,0.5,9.1,0
380,1041,white,6.9,0.2,0.28,1.2,0.048,36.0,159.0,0.9936,3.19,0.43,9.1,1
381,3649,white,6.3,0.2,0.18,10.6,0.045,57.0,159.0,0.99666,3.09,0.54,9.2,0
382,1797,white,7.6,0.18,0.28,7.1,0.040999999999999995,29.0,110.0,0.9965200000000001,3.2,0.42,9.2,1
383,1697,white,7.1,0.26,0.34,14.4,0.067,35.0,189.0,0.9986,3.07,0.53,9.1,1
384,3368,white,7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.99434,3.23,0.64,9.8,0
385,295,white,6.2,0.12,0.26,5.7,0.044000000000000004,56.0,158.0,0.9951,3.52,0.37,10.5,1
386,2528,white,6.8,0.27,0.12,1.3,0.04,87.0,168.0,0.992,3.18,0.41,10.0,0
387,847,white,6.0,0.19,0.37,9.7,0.032,17.0,50.0,0.9932,3.08,0.66,12.0,1
388,21,white,7.6,0.17,0.35,1.6,0.047,43.0,154.0,0.9934,3.36,0.69,11.1,1
389,284,white,8.2,0.42,0.29,4.1,0.03,31.0,100.0,0.9911,3.0,0.32,12.8,1
390,2042,white,7.8,0.26,0.74,7.5,0.044000000000000004,59.0,160.0,0.996,3.22,0.64,10.0,1
391,1150,white,6.8,0.25,0.31,13.3,0.05,69.0,202.0,0.9972,3.22,0.48,9.7,1
392,2271,white,7.2,0.27,0.42,1.6,0.05,35.0,135.0,0.992,2.94,0.46,11.0,1
393,4470,red,6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,0
394,84,white,5.7,0.22,0.2,16.0,0.044000000000000004,41.0,113.0,0.9986200000000001,3.22,0.46,8.9,1
395,574,white,7.9,0.33,0.28,31.6,0.053,35.0,176.0,1.0103,3.15,0.38,8.8,1
396,3633,white,6.4,0.37,0.2,5.6,0.11699999999999999,61.0,183.0,0.99459,3.24,0.43,9.5,0
397,2273,white,6.8,0.29,0.22,3.4,0.035,40.0,122.0,0.99024,3.09,0.47,12.3,1
398,1176,white,6.8,0.32,0.23,3.3,0.026000000000000002,31.0,99.0,0.9896,3.1,0.4,12.4,1
399,4236,red,7.7,0.51,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,9.2,0
400,674,white,6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7,1
401,4394,red,8.0,0.43,0.36,2.3,0.075,10.0,48.0,0.9976,3.34,0.46,9.4,0
402,932,white,7.2,0.17,0.34,6.4,0.042,16.0,111.0,0.9927799999999999,2.99,0.4,10.8,1
403,3607,white,7.5,0.2,0.41,1.2,0.05,26.0,131.0,0.9913299999999999,3.19,0.52,11.1,0
404,2198,red,6.0,0.51,0.0,2.1,0.064,40.0,54.0,0.995,3.54,0.93,10.7,1
405,2020,white,5.8,0.32,0.31,2.7,0.049,25.0,153.0,0.99067,3.44,0.73,12.2,1
406,1843,red,6.9,0.44,0.0,1.4,0.07,32.0,38.0,0.9943799999999999,3.32,0.58,11.4,1
407,743,white,7.0,0.23,0.33,5.8,0.04,25.0,136.0,0.995,3.19,0.58,9.5,1
408,4569,red,9.8,0.39,0.43,1.65,0.068,5.0,11.0,0.9947799999999999,3.19,0.46,11.4,0
409,3407,white,6.4,0.21,0.44,7.4,0.045,47.0,182.0,0.9957,3.24,0.46,9.1,0
410,2488,white,8.5,0.26,0.21,16.2,0.07400000000000001,41.0,197.0,0.998,3.02,0.5,9.8,0
411,3328,white,6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,3.27,0.48,8.8,0
412,3198,white,7.6,0.23,0.26,15.3,0.067,32.0,166.0,0.9986,3.03,0.44,9.2,0
413,3285,white,6.2,0.38,0.18,7.4,0.095,28.0,195.0,0.9977299999999999,3.53,0.71,9.2,0
414,4395,red,7.6,0.46,0.11,2.6,0.079,12.0,49.0,0.9968,3.21,0.57,10.0,0
415,2861,white,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,0
416,2336,white,6.1,0.105,0.31,1.3,0.037000000000000005,55.0,145.0,0.9912,3.41,0.41,11.1,1
417,3784,white,6.9,0.38,0.28,8.3,0.062,22.0,166.0,0.9950600000000001,3.16,0.72,10.6,0
418,1084,white,6.0,0.26,0.32,3.5,0.027999999999999997,29.0,113.0,0.9912,3.4,0.71,12.3,1
419,3220,white,6.1,0.46,0.32,6.2,0.053,10.0,94.0,0.9953700000000001,3.35,0.47,10.1,0
420,971,white,7.3,0.19,0.25,1.4,0.051,41.0,107.0,0.99382,3.53,0.66,10.5,1
421,204,white,6.7,0.19,0.41,15.6,0.055999999999999994,75.0,155.0,0.9995,3.2,0.44,8.8,1
422,4271,red,9.6,0.68,0.24,2.2,0.087,5.0,28.0,0.9988,3.14,0.6,10.2,0
423,4172,red,8.2,0.57,0.26,2.2,0.06,28.0,65.0,0.9959,3.3,0.43,10.1,0
424,1431,red,8.9,0.5,0.21,2.2,0.08800000000000001,21.0,39.0,0.99692,3.33,0.83,11.1,1
425,2764,white,9.4,0.29,0.55,2.2,0.05,17.0,119.0,0.9962,3.12,0.69,10.3,0
426,4366,red,8.6,0.8,0.11,2.3,0.084,12.0,31.0,0.9979,3.4,0.48,9.9,0
427,2972,white,6.8,0.26,0.29,16.95,0.055999999999999994,48.0,179.0,0.9998,3.45,0.4,9.6,0
428,2961,white,6.2,0.27,0.32,8.8,0.047,65.0,224.0,0.9961,3.17,0.47,8.9,0
429,3573,white,5.1,0.21,0.28,1.4,0.047,48.0,148.0,0.9916799999999999,3.5,0.49,10.4,0
430,447,white,7.1,0.26,0.29,12.4,0.044000000000000004,62.0,240.0,0.9969,3.04,0.42,9.2,1
431,741,red,6.5,0.53,0.06,2.0,0.063,29.0,44.0,0.9948899999999999,3.38,0.83,10.3,1
432,2211,white,6.3,0.28,0.24,8.45,0.031,32.0,172.0,0.9958,3.39,0.57,9.7,1
433,2838,white,5.7,0.245,0.33,1.1,0.049,28.0,150.0,0.9927,3.13,0.42,9.3,0
434,4609,red,7.0,0.42,0.19,2.3,0.071,18.0,36.0,0.9947600000000001,3.39,0.56,10.9,0
435,4463,red,7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,0
436,2561,white,6.5,0.38,0.34,3.4,0.036000000000000004,34.0,200.0,0.9937,3.14,0.76,10.0,0
437,4295,red,9.2,0.59,0.24,3.3,0.10099999999999999,20.0,47.0,0.9988,3.26,0.67,9.6,0
438,4527,red,7.1,0.34,0.28,2.0,0.08199999999999999,31.0,68.0,0.9969399999999999,3.45,0.48,9.4,0
439,584,white,7.5,0.18,0.31,6.5,0.028999999999999998,53.0,160.0,0.9927600000000001,3.03,0.38,10.9,1
440,4024,red,7.4,0.7,0.0,1.9,0.076,11.0,34.0,0.9978,3.51,0.56,9.4,0
441,163,white,6.7,0.21,0.42,9.1,0.049,31.0,150.0,0.9953,3.12,0.74,9.9,1
442,1184,white,5.5,0.16,0.31,1.2,0.026000000000000002,31.0,68.0,0.9898,3.33,0.44,11.65,1
443,2331,white,7.6,0.16,0.44,1.4,0.043,25.0,109.0,0.9932,3.11,0.75,10.3,1
444,4260,red,7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,11.1,0
445,3944,white,6.4,0.46,0.22,14.7,0.047,51.0,183.0,0.998275,3.39,0.6,10.5,0
446,3053,white,7.6,0.26,0.36,1.6,0.032,6.0,106.0,0.993,3.15,0.4,10.4,0
447,3470,white,6.1,0.37,0.2,7.6,0.031,49.0,170.0,0.9955799999999999,3.22,0.48,9.5,0
448,1926,white,6.8,0.26,0.29,11.9,0.052000000000000005,54.0,160.0,0.99546,3.03,0.58,10.4,1
449,657,white,6.7,0.25,0.26,13.5,0.06,50.0,156.0,0.99784,3.39,0.46,9.9,1
450,1506,white,5.4,0.185,0.19,7.1,0.048,36.0,110.0,0.9943799999999999,3.26,0.41,9.5,1
451,2102,white,6.2,0.24,0.35,1.2,0.038,22.0,167.0,0.9912,3.1,0.48,10.6,1
452,1645,white,6.0,0.2,0.24,1.8,0.03,30.0,105.0,0.9909,3.31,0.47,11.5,1
453,3750,white,7.7,0.31,0.36,4.3,0.026000000000000002,15.0,87.0,0.9915200000000001,3.11,0.48,12.0,0
454,2061,white,7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,1
455,3238,white,7.5,0.24,0.62,10.6,0.045,51.0,153.0,0.99779,3.16,0.44,8.8,0
456,834,white,6.9,0.23,0.33,12.8,0.055999999999999994,44.0,169.0,0.998,3.42,0.42,9.8,1
457,4032,red,7.5,0.5,0.36,6.1,0.071,17.0,102.0,0.9978,3.35,0.8,10.5,0
458,2065,red,8.9,0.84,0.34,1.4,0.05,4.0,10.0,0.99554,3.12,0.48,9.1,1
459,3073,white,8.5,0.17,0.31,1.0,0.024,13.0,91.0,0.993,2.79,0.37,10.1,0
460,3642,white,7.2,0.23,0.25,18.8,0.085,19.0,111.0,1.00044,3.1,0.51,8.7,0
461,3983,white,6.0,0.32,0.46,1.5,0.05,56.0,189.0,0.99308,3.24,0.49,9.6,0
462,429,red,13.8,0.49,0.67,3.0,0.09300000000000001,6.0,15.0,0.9986,3.02,0.93,12.0,1
463,1811,white,7.1,0.28,0.44,1.8,0.032,32.0,107.0,0.9907,3.25,0.48,12.2,1
464,141,white,7.2,0.21,0.37,1.6,0.049,23.0,94.0,0.9924,3.16,0.48,10.9,1
465,2144,red,7.2,0.63,0.0,1.9,0.09699999999999999,14.0,38.0,0.99675,3.37,0.58,9.0,1
466,3628,white,6.4,0.38,0.24,7.2,0.047,41.0,151.0,0.9960399999999999,3.11,0.6,9.2,0
467,535,white,6.3,0.2,0.26,12.7,0.046,60.0,143.0,0.99526,3.26,0.35,10.8,1
468,1013,white,7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,1
469,1847,red,7.6,0.51,0.24,2.4,0.091,8.0,38.0,0.998,3.47,0.66,9.6,1
470,4073,red,9.3,0.32,0.57,2.0,0.07400000000000001,27.0,65.0,0.9969,3.28,0.79,10.7,0
471,174,white,8.5,0.15,0.49,1.5,0.031,17.0,122.0,0.9932,3.03,0.4,10.3,1
472,313,white,7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.9911,3.3,0.41,12.0,1
473,28,red,9.2,0.67,0.1,3.0,0.091,12.0,48.0,0.9988799999999999,3.31,0.54,9.5,1
474,1742,red,6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,10.0,1
475,477,red,8.8,0.7,0.0,1.7,0.069,8.0,19.0,0.9970100000000001,3.31,0.53,10.0,1
476,4627,red,8.0,1.18,0.21,1.9,0.083,14.0,41.0,0.9953200000000001,3.34,0.47,10.5,0
477,979,white,7.1,0.145,0.33,4.6,0.05,33.0,131.0,0.9942,3.28,0.4,9.6,1
478,841,white,7.0,0.16,0.25,14.3,0.044000000000000004,27.0,149.0,0.998,2.91,0.46,9.2,1
479,4404,red,6.4,0.57,0.02,1.8,0.067,4.0,11.0,0.997,3.46,0.68,9.5,0
480,1383,white,7.0,0.13,0.3,5.0,0.055999999999999994,31.0,122.0,0.9945,3.47,0.42,10.5,1
481,267,white,6.7,0.18,0.28,10.2,0.039,29.0,115.0,0.99469,3.11,0.45,10.9,1
482,740,white,7.6,0.22,0.28,12.0,0.055999999999999994,68.0,143.0,0.9983,2.99,0.3,9.2,1
483,2250,red,8.6,0.42,0.39,1.8,0.068,6.0,12.0,0.99516,3.35,0.69,11.7,1
484,2862,white,7.6,0.54,0.23,2.0,0.028999999999999998,13.0,151.0,0.9931,3.04,0.33,10.4,0
485,1120,white,5.8,0.3,0.23,1.5,0.034,37.0,121.0,0.9887100000000001,2.96,0.34,12.1,1
486,2786,white,8.1,0.45,0.34,8.3,0.037000000000000005,33.0,216.0,0.9976,3.31,0.64,9.7,0
487,4428,red,9.3,0.655,0.26,2.0,0.096,5.0,35.0,0.9973799999999999,3.25,0.42,9.6,0
488,515,white,7.6,0.29,0.58,17.5,0.040999999999999995,51.0,225.0,0.9997,3.16,0.66,9.5,1
489,3610,white,6.0,0.23,0.15,9.7,0.048,101.0,207.0,0.99571,3.05,0.3,9.1,0
490,448,white,7.15,0.17,0.24,9.6,0.11900000000000001,56.0,178.0,0.9957799999999999,3.15,0.44,10.2,1
491,520,white,7.3,0.24,0.3,2.5,0.042,31.0,104.0,0.9911,3.05,0.56,11.3,1
492,3358,white,6.3,0.34,0.36,4.9,0.035,31.0,185.0,0.9946,3.15,0.49,9.7,0
493,2127,red,8.9,0.38,0.4,2.2,0.068,12.0,28.0,0.9948600000000001,3.27,0.75,12.6,1
494,2652,white,6.1,0.25,0.24,12.1,0.046,51.0,172.0,0.998,3.35,0.45,9.5,0
