,id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,sub_area,area_m,raion_popul,healthcare_centers_raion,university_top_20_raion,shopping_centers_raion,oil_chemistry_raion,nuclear_reactor_raion,full_all,young_all,work_all,ekder_all,kremlin_km,big_road1_km,railroad_km,zd_vokzaly_avto_km,metro_km_avto,metro_km_walk,radiation_km,price_doc
14847,14850,2014-02-11,51,36.0,2.0,5.0,2.0,1962.0,2.0,5.0,3.0,Shhukino,7963518.819,105663,3,0,7,no,yes,166803,14588,64875,26200,9.359296413,1.1476317059999999,0.19961696,8.483533646,1.178110756,1.178110756,2.500460619,10300000
11129,11132,2013-10-09,47,29.0,12.0,12.0,5.0,1976.0,2.0,9.0,2.0,Orehovo-Borisovo Severnoe,7462269.562999999,129207,0,0,4,no,no,77878,10079,83861,35267,15.32670495,3.166789197,1.7484821469999998,16.16873611,1.541408673,1.541408673,2.252754499,7000000
24935,24938,2014-11-19,62,62.0,8.0,22.0,6.0,2015.0,2.0,12.0,1.0,Poselenie Vnukovskoe,25536296.81,4001,0,0,1,no,no,17790,574,2566,861,21.90579236,2.808076717,1.727223335,25.69946149,1.722233308,1.722233308,9.036942213,7187628
16800,16803,2014-04-01,34,20.0,9.0,12.0,1.0,1967.0,1.0,7.0,2.0,Golovinskoe,8841267.454,100846,2,0,5,no,yes,94564,10346,63495,27005,12.78632441,0.896326878,1.814858443,11.50549584,1.17688858,1.17688858,3.2971264419999997,6800000
20161,20164,2014-06-26,35,19.0,2.0,12.0,5.0,1974.0,1.0,10.0,3.0,Pechatniki,18445806.5,83369,0,0,2,no,no,43795,10341,51393,21635,9.612949931000001,2.460020848,0.373695636,10.88246453,0.69267886,0.69267886,0.693563826,5750000
21004,21007,2014-07-22,88,45.0,3.0,17.0,1.0,2004.0,3.0,12.0,3.0,Lefortovo,8993640.418,89971,5,1,7,no,no,142243,10778,58895,20298,5.563039852999999,1.035313595,0.7242169159999999,4.262424124,0.239212648,0.239212648,1.5871821069999998,20000000
18382,18385,2014-05-13,32,16.0,11.0,12.0,1.0,1972.0,1.0,7.0,2.0,Ramenki,18800000.1,125111,5,1,5,no,no,61039,16928,79011,29172,9.429598667999999,3.0267577969999997,1.214485555,8.576687612999999,0.5932126010000001,0.468321493,0.125491094,6900000
26877,26880,2014-12-19,37,18.0,9.0,19.0,5.0,1976.0,1.0,10.0,3.0,Tekstil'shhiki,4808269.831,101708,1,0,0,no,no,101982,13028,63388,25292,8.719198844,0.41719045,0.487836517,8.966114035,1.063565843,0.871529175,1.014087703,6700000
20960,20963,2014-07-18,32,17.0,6.0,9.0,1.0,1968.0,1.0,6.0,3.0,Ochakovo-Matveevskoe,17526506.21,118843,0,0,6,no,no,111023,16098,78670,24075,10.22371379,2.399777658,0.500895702,11.45525652,4.636658635,4.636658635,1.7261068569999998,5950000
21144,21147,2014-07-29,47,20.0,2.0,12.0,5.0,1968.0,2.0,11.0,4.0,Koptevo,4787424.272,96959,4,0,0,no,no,78810,13901,59120,23938,9.744814884,2.076683933,1.263686351,8.267566603999999,2.508740411,2.1366697830000003,3.3118603610000004,9000000
14833,14836,2014-02-11,58,37.0,3.0,5.0,2.0,1967.0,3.0,5.0,2.0,Mozhajskoe,16861532.79,132349,1,0,9,no,no,142462,20725,82808,28816,13.17967539,0.758356487,0.26062473399999997,11.8454645,2.501265861,3.437542174,0.634091478,7583000
12348,12351,2013-11-20,38,19.0,14.0,22.0,1.0,1989.0,1.0,10.0,3.0,Ostankinskoe,12505755.08,61396,3,0,1,no,no,65972,7278,37484,16634,7.598236282,0.932717419,0.121977816,4.032387251,0.8153536440000001,0.8153536440000001,1.446500242,8500000
25240,25243,2014-11-25,51,30.0,11.0,14.0,1.0,1984.0,2.0,8.0,3.0,Orehovo-Borisovo Severnoe,7462269.562999999,129207,0,0,4,no,no,77878,10079,83861,35267,15.02000079,3.40051144,2.301601428,15.65024004,2.039785522,2.039785522,1.4853040880000001,8300000
15086,15089,2014-02-17,76,49.0,5.0,5.0,2.0,1956.0,3.0,10.0,3.0,Perovo,9946335.108,139322,3,0,2,yes,no,36154,13799,91795,33728,9.602995996,0.783191988,1.840024527,9.723947166,1.024887761,0.9986655440000001,1.398488571,11100000
27356,27359,2015-01-19,46,1.0,3.0,1.0,6.0,2015.0,1.0,1.0,1.0,Poselenie Moskovskij,40366999.51,21819,0,0,2,no,no,7341,3128,13996,4695,16.99293878,1.316288796,1.70635616,23.12958617,2.796218425,2.8303101880000003,3.320703115,5811922
17135,17138,2014-04-08,51,30.0,8.0,16.0,1.0,1979.0,2.0,8.0,3.0,Vostochnoe Izmajlovo,3799999.352,76308,4,0,1,no,no,118945,10530,48790,16988,12.7764868,1.7745069690000002,1.1590906429999999,11.30977978,0.796194183,0.796194183,1.556636589,10500000
21102,21105,2014-07-25,39,20.0,10.0,22.0,1.0,2000.0,1.0,10.0,3.0,Hovrino,5264733.751,80791,0,0,1,no,no,81887,11356,47628,21807,13.41638648,1.8382146730000002,1.2149143629999999,10.81026322,2.889871846,2.82247223,2.724782935,7100000
17515,17518,2014-04-16,56,35.0,3.0,5.0,5.0,1957.0,2.0,8.0,2.0,Lomonosovskoe,3326418.7410000004,83844,1,0,1,no,no,64317,10333,49242,24269,8.719680547000001,0.327249771,3.165460977,9.732707422999999,1.204092741,1.204092741,0.981531437,12250000
11201,11204,2013-10-14,32,18.0,9.0,9.0,1.0,1974.0,1.0,6.0,2.0,Bibirevo,6407578.1,155572,1,0,16,no,no,86206,21154,98207,36211,14.75226304,1.736385764,0.887362566,14.23943771,0.778956595,0.617027708,1.338117015,5990000
26020,26023,2014-12-08,30,18.0,7.0,9.0,2.0,1969.0,1.0,5.0,2.0,Dmitrovskoe,7126815.285,87713,1,0,5,no,yes,100846,9604,61600,16509,16.51754145,0.06260584400000001,0.355341306,12.86229723,3.721725863,3.721725863,2.849248942,5200000
16389,16392,2014-03-24,75,45.0,13.0,17.0,1.0,1993.0,3.0,10.0,3.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,19.196703699999997,2.3048106269999997,1.845031233,17.34844362,0.854599852,0.402494271,6.013338576000001,10000000
26798,26801,2014-12-18,58,34.0,17.0,14.0,1.0,1996.0,2.0,10.0,2.0,Brateevo,7587523.226,102590,0,0,5,no,no,85721,12551,69792,20247,15.89066718,1.887046662,2.993460753,17.79286206,0.340293234,0.340293234,1.6551003880000001,8100000
21509,21512,2014-08-14,94,51.0,8.0,14.0,1.0,2004.0,3.0,11.0,3.0,Kuz'minki,7984443.568,142243,1,0,5,no,no,31167,16405,93811,32027,9.834374484,0.34710987299999996,1.251756525,9.904404182,0.7581544990000001,0.833574334,0.660764726,17400000
28120,28123,2015-02-27,51,30.0,2.0,14.0,1.0,1987.0,2.0,8.0,2.0,Novokosino,3707575.212,103746,1,0,4,no,no,94561,11940,73158,18648,15.922441500000001,2.165487747,1.490252755,20.19808671,1.651878166,1.651878166,3.9864525960000003,7950000
22169,22172,2014-09-03,41,25.0,4.0,5.0,2.0,1962.0,2.0,5.0,2.0,Fili Davydkovo,6982964.492000001,111374,2,0,5,no,no,89467,15500,65613,30261,8.743860149,1.0631602,0.108038538,7.171824926,0.696506484,0.696506484,0.9452295609999999,7450000
14511,14514,2014-02-03,38,20.0,10.0,12.0,1.0,2000.0,1.0,8.0,3.0,Juzhnoe Butovo,26155137.04,178264,1,0,4,no,no,102618,30808,121369,26087,23.05048525,2.843945021,0.097174632,25.21791254,1.123815282,0.214986105,5.02592021,5650000
9703,9706,2013-08-08,38,22.0,6.0,9.0,5.0,1966.0,2.0,7.0,2.0,Danilovskoe,12495435.25,91100,3,0,11,no,no,102590,12370,54478,24252,3.160233953,1.65968287,0.8277917290000001,1.68030901,0.713719104,0.713719104,1.449540672,1000000
26170,26173,2014-12-09,60,38.0,7.0,9.0,1.0,1976.0,3.0,8.0,3.0,Cheremushki,5467178.308999999,102618,3,0,6,no,no,130396,12524,65782,24312,9.326216388999999,2.7819222110000004,2.734100985,11.51693955,1.513886875,1.513886875,1.300691977,11800000
27323,27326,2015-01-16,38,19.0,16.0,16.0,1.0,1981.0,1.0,8.0,2.0,Chertanovo Central'noe,6879019.637999999,112221,0,0,6,no,no,111874,16719,68254,27248,15.7211555,0.134563461,1.582589719,15.47697165,0.631525337,0.74442816,3.047763467,6300000
12021,12024,2013-11-11,39,20.0,17.0,22.0,1.0,2001.0,1.0,10.0,3.0,Golovinskoe,8841267.454,100846,2,0,5,no,yes,94564,10346,63495,27005,13.07662375,1.61114479,0.184963942,10.86444286,3.124783517,3.1028309710000004,3.430028365,6380000
19462,19465,2014-06-07,61,33.0,3.0,14.0,1.0,2007.0,2.0,11.0,4.0,Kuz'minki,7984443.568,142243,1,0,5,no,no,31167,16405,93811,32027,10.26939069,0.511985692,1.427471067,10.77889692,0.8984824029999999,0.565922684,0.691726333,4000000
26843,26846,2014-12-19,53,29.0,10.0,18.0,4.0,2007.0,2.0,7.0,4.0,Mozhajskoe,16861532.79,132349,1,0,9,no,no,142462,20725,82808,28816,13.67059535,0.80925097,0.117052695,12.04994642,3.2209221230000002,5.021946785,0.985780296,13300000
20286,20289,2014-06-27,63,44.0,10.0,15.0,1.0,2010.0,3.0,5.0,3.0,Chertanovo Severnoe,6206098.885,111874,0,0,11,no,no,125354,13326,73503,25045,13.03747784,0.418627504,0.853114323,12.41093947,1.172278013,1.172278013,1.647900255,7402000
13480,13483,2013-12-26,34,21.0,1.0,5.0,2.0,1960.0,1.0,6.0,2.0,Ljublino,17881913.61,165727,3,0,4,no,no,89971,23651,107626,34450,10.63764355,2.9704840630000002,0.492887796,11.63357782,1.716036486,1.716036486,0.9455846309999999,4550000
16726,16729,2014-03-29,44,28.0,7.0,9.0,1.0,1977.0,2.0,6.0,2.0,Horoshevo-Mnevniki,18036436.51,166803,2,0,3,no,no,155427,24814,100601,41388,8.786907283,0.377736936,1.568210299,8.028867887,2.2820250719999997,2.25522856,0.6916811159999999,8140000
19596,19599,2014-06-11,58,41.0,3.0,5.0,5.0,1969.0,3.0,5.0,2.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,no,87713,11996,51138,15676,14.90874593,1.666960449,0.680660727,11.76838491,2.9925718289999996,2.6863639669999997,1.939684309,7650000
19507,19510,2014-06-09,49,34.0,8.0,9.0,1.0,1980.0,3.0,6.0,2.0,Otradnoe,10053051.74,175518,1,0,9,no,no,61396,21400,112133,41985,11.80134918,1.778244351,0.929345835,9.72990643,1.470747525,1.45750185,1.011494591,1000000
15242,15245,2014-02-20,38,19.0,4.0,19.0,1.0,2007.0,1.0,10.0,4.0,Ljublino,17881913.61,165727,3,0,4,no,no,89971,23651,107626,34450,13.746291099999999,2.078705334,2.5151729119999997,15.85751648,3.641447612,3.588182095,0.564132937,1500000
15367,15370,2014-02-25,36,22.0,1.0,9.0,1.0,1967.0,2.0,7.0,2.0,Sokolinaja Gora,7905261.321,85956,5,1,8,no,no,85083,9647,55337,20972,7.856869917,1.12269967,0.11175292699999999,7.330955664,0.353515709,0.353515709,2.372083033,5200000
23963,23966,2014-10-27,65,46.0,10.0,16.0,5.0,1985.0,3.0,7.0,2.0,Troparevo-Nikulino,11275073.5,112804,1,1,9,no,no,113897,14587,68234,29983,13.64576467,1.324786604,2.530677598,15.10604738,1.9053305740000002,1.9053305740000002,1.096569332,11950000
23555,23558,2014-10-14,32,20.0,2.0,5.0,1.0,1967.0,1.0,5.0,2.0,Ochakovo-Matveevskoe,17526506.21,118843,0,0,6,no,no,111023,16098,78670,24075,10.53105837,2.425043269,0.593791019,11.01661502,4.198017136,4.198017136,1.889861911,5400000
16762,16765,2014-03-31,40,20.0,9.0,12.0,1.0,1977.0,1.0,8.0,2.0,Juzhnoe Tushino,7887684.174,104434,0,0,1,no,no,105663,12906,65729,25799,14.00015116,1.3303225779999999,0.7213996359999999,12.66762816,1.934172398,1.743578092,1.816423523,6400000
14875,14878,2014-02-11,43,28.0,9.0,9.0,2.0,1965.0,2.0,5.0,3.0,Dmitrovskoe,7126815.285,87713,1,0,5,no,yes,100846,9604,61600,16509,16.57302216,0.808058666,0.9616896509999999,13.45031809,6.865635285,4.309746724,2.7367350339999996,6200000
23117,23120,2014-09-30,55,30.0,1.0,4.0,2.0,1890.0,2.0,6.0,2.0,Lefortovo,8993640.418,89971,5,1,7,no,no,142243,10778,58895,20298,3.1838932439999996,0.822979995,0.551022253,4.411735844,2.864706845,1.837097832,0.890340418,9000000
11467,11470,2013-10-22,36,19.0,4.0,5.0,2.0,1958.0,1.0,6.0,2.0,Kotlovka,3998216.265,64317,0,0,3,no,no,153248,8284,41476,14557,7.8148058129999995,1.7005080909999999,0.885797084,7.774252851,1.35042573,1.2128221259999998,1.889082139,5700000
30258,30261,2015-06-15,36,18.0,13.0,22.0,1.0,1983.0,1.0,9.0,2.0,Jakimanka,4800968.266,26578,1,1,5,no,no,102726,3639,16642,6297,2.394746437,2.435271651,1.93556332,2.379935584,0.78573335,0.622343114,1.17860501,7200000
22057,22060,2014-09-01,60,37.0,2.0,9.0,1.0,1971.0,3.0,6.0,3.0,Meshhanskoe,4512002.453,57999,0,1,8,no,no,47245,5919,33502,18578,3.330884003,1.140262123,0.287032646,1.437522259,1.405652573,0.787345284,2.644310822,13400000
14048,14051,2014-01-23,61,33.0,9.0,22.0,5.0,2009.0,2.0,9.0,2.0,Bibirevo,6407578.1,155572,1,0,16,no,no,86206,21154,98207,36211,14.91557211,1.2894381670000001,0.443224205,14.97482913,1.5680207259999999,1.153910521,2.115599673,4000000
16985,16988,2014-04-04,45,29.0,5.0,9.0,1.0,1974.0,2.0,6.0,3.0,Orehovo-Borisovo Juzhnoe,7128794.3379999995,145576,1,0,6,no,no,129207,13595,104635,27346,16.84131027,1.8135891519999998,2.173714658,17.7206479,1.241777607,1.2042086220000001,2.740770592,7500000
15495,15498,2014-02-27,82,49.0,2.0,12.0,1.0,1982.0,3.0,8.0,3.0,Bibirevo,6407578.1,155572,1,0,16,no,no,86206,21154,98207,36211,14.33317231,2.100236498,0.467750934,14.31050251,0.25434029,0.25434029,1.514328417,11700000
25445,25448,2014-11-28,54,35.0,2.0,9.0,2.0,1964.0,3.0,6.0,2.0,Hovrino,5264733.751,80791,0,0,1,no,no,81887,11356,47628,21807,14.42627733,1.6783652669999998,1.010668087,11.72741347,1.8909261569999998,1.9528034280000002,1.8037726930000002,11100000
19014,19017,2014-05-28,30,18.0,4.0,5.0,2.0,1965.0,1.0,5.0,3.0,Caricyno,8287309.438999999,125354,3,0,2,no,no,145576,11908,84387,29059,13.49673082,3.3048352089999997,0.689865265,13.70905116,1.500780298,1.500780298,0.533030908,5000000
11001,11004,2013-10-04,38,18.0,6.0,14.0,1.0,2006.0,1.0,7.0,3.0,Severnoe,10416574.64,27992,0,0,1,no,no,122873,5238,19539,3215,18.00399736,0.44439200700000003,0.570459322,16.27722746,6.676890357,6.10270881,3.244140635,5600000
14106,14109,2014-01-24,34,18.0,1.0,5.0,5.0,1966.0,1.0,5.0,2.0,Donskoe,5686537.395,48439,0,0,3,no,no,91100,7033,28737,12669,6.43505412,0.705307613,0.10733567,5.8335036879999995,1.30390665,0.534940531,0.33722120899999997,5000000
24437,24440,2014-11-07,45,28.0,5.0,9.0,1.0,1966.0,2.0,7.0,2.0,Levoberezhnoe,6424173.859,51455,0,0,7,no,no,96959,5836,31832,13787,14.19385656,0.936559721,1.858693946,14.72514699,0.864574541,0.864574541,1.849254851,7850000
16109,16112,2014-03-17,48,42.0,15.0,25.0,1.0,2015.0,1.0,1.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,20.54946417,1.905125046,1.2148613240000001,24.06121446,3.7768359589999996,3.7768359589999996,4.317743898,5335000
22627,22630,2014-09-18,58,33.0,14.0,22.0,1.0,2001.0,2.0,10.0,2.0,Golovinskoe,8841267.454,100846,2,0,5,no,yes,94564,10346,63495,27005,13.07662375,1.61114479,0.184963942,10.86444286,3.124783517,3.1028309710000004,3.430028365,1200000
11626,11629,2013-10-28,71,62.0,18.0,25.0,1.0,2013.0,2.0,1.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,20.54946417,1.905125046,1.2148613240000001,24.06121446,3.7768359589999996,3.7768359589999996,4.317743898,6611520
25027,25030,2014-11-20,62,25.0,4.0,5.0,2.0,1957.0,2.0,7.0,2.0,Horoshevo-Mnevniki,18036436.51,166803,2,0,3,no,no,155427,24814,100601,41388,8.11283974,0.642645117,0.823845663,7.283358353,1.238489133,1.238489133,1.422058791,9920000
27446,27449,2015-01-22,77,44.0,11.0,14.0,1.0,2011.0,3.0,8.0,3.0,Kuncevo,52351766.54,142462,0,0,3,no,no,78507,19784,85551,37127,11.76025087,2.246293264,0.557198521,11.47239826,1.124594984,1.124594984,0.972945562,3000000
29857,29860,2015-05-21,56,40.0,9.0,24.0,6.0,2017.0,2.0,9.0,1.0,Nagatinskij Zaton,9589336.912,115352,1,0,3,no,no,76284,15727,70194,29431,8.532480293999999,3.11983962,1.664799141,12.46472266,2.36530039,2.2893514280000002,1.9390560140000002,8866489
29868,29871,2015-05-22,45,30.0,2.0,5.0,5.0,1961.0,2.0,5.0,2.0,Perovo,9946335.108,139322,3,0,2,yes,no,36154,13799,91795,33728,10.36405212,0.18067831899999998,2.519255909,9.512696741000001,1.8116171030000001,1.615658029,1.103951563,6250000
26636,26639,2014-12-17,43,20.0,15.0,22.0,6.0,2016.0,1.0,9.0,1.0,Novo-Peredelkino,8591335.051,111023,3,0,1,no,no,132349,12244,81271,17508,20.39230629,2.797444585,0.471164662,23.64728714,2.096724911,2.077952819,8.474206129,6107374
16963,16966,2014-04-03,44,28.0,7.0,9.0,2.0,1970.0,2.0,5.0,2.0,Dmitrovskoe,7126815.285,87713,1,0,5,no,yes,100846,9604,61600,16509,15.86598533,0.082502362,0.97020662,12.21576534,3.0751939719999997,3.0751939719999997,2.68183899,6850000
22439,22442,2014-09-11,75,45.0,2.0,14.0,1.0,1997.0,3.0,10.0,3.0,Mar'ina Roshha,4684027.803,65972,3,0,7,no,no,26943,7150,43472,15350,5.182011677,0.9455886729999999,0.099375391,3.760885048,1.3952363269999999,1.247081245,3.376743041,15000000
29893,29896,2015-05-23,42,29.0,9.0,5.0,1.0,1976.0,2.0,5.0,2.0,Severnoe Medvedkovo,5725729.259,122873,1,0,0,no,no,60315,19487,77062,26324,13.86411842,2.008966371,0.6297684889999999,11.50609602,2.207833326,2.148737454,2.488004103,7600000
13340,13343,2013-12-23,47,30.0,7.0,12.0,1.0,1973.0,2.0,7.0,2.0,Chertanovo Severnoe,6206098.885,111874,0,0,11,no,no,125354,13326,73503,25045,13.03747784,0.418627504,0.853114323,12.41093947,1.172278013,1.172278013,1.647900255,7800000
29607,29610,2015-05-07,44,27.0,2.0,9.0,1.0,1973.0,2.0,6.0,3.0,Pechatniki,18445806.5,83369,0,0,2,no,no,43795,10341,51393,21635,8.515417735,0.842563817,0.073560273,8.643555323,0.73465595,0.73465595,0.8003608090000001,8000000
30421,30424,2015-06-25,37,18.0,2.0,24.0,6.0,2017.0,1.0,8.0,1.0,Nagatinskij Zaton,9589336.912,115352,1,0,3,no,no,76284,15727,70194,29431,8.532480293999999,3.11983962,1.664799141,12.46472266,2.36530039,2.2893514280000002,1.9390560140000002,5759732
11994,11997,2013-11-11,32,19.0,8.0,9.0,2.0,1965.0,1.0,5.0,2.0,Meshhanskoe,4512002.453,57999,0,1,8,no,no,47245,5919,33502,18578,3.477009722,0.8719342040000001,0.37752709799999995,1.8620679009999999,1.001286755,0.467384586,2.828118641,1000000
11485,11488,2013-10-23,51,32.0,8.0,16.0,1.0,1969.0,2.0,7.0,2.0,Horoshevo-Mnevniki,18036436.51,166803,2,0,3,no,no,155427,24814,100601,41388,9.155271358,0.408385381,1.882160452,10.56318367,2.296578094,2.280566449,0.512550339,1700000
28834,28837,2015-04-02,33,17.0,5.0,5.0,2.0,1950.0,1.0,7.0,2.0,Lefortovo,8993640.418,89971,5,1,7,no,no,142243,10778,58895,20298,6.016832214,1.227897912,0.302800454,4.648466678999999,1.2684415,1.4841532730000002,1.546326773,6550000
30416,30419,2015-06-25,54,28.0,1.0,16.0,5.0,1977.0,2.0,11.0,3.0,Beskudnikovskoe,3292112.223,73148,1,0,2,no,no,41504,9308,44449,19391,11.68456693,0.160160057,0.523778778,8.402121256000001,0.83436528,0.454178398,1.00692951,8000000
24201,24204,2014-10-30,58,58.0,1.0,16.0,1.0,1981.0,2.0,10.0,2.0,Teplyj Stan,8392316.21,130396,1,0,5,no,no,90114,15541,76776,38079,15.84927757,0.612884585,5.954700183,17.82370392,1.8821340469999999,1.8821340469999999,1.495963104,9000000
15460,15463,2014-02-26,35,21.0,5.0,9.0,1.0,1979.0,1.0,6.0,2.0,Gol'janovo,14286990.83,157010,3,0,5,no,no,12327,16831,98260,41919,15.09185914,0.17298308,2.588636175,12.56875635,2.672424965,2.594773686,2.628704315,2000000
11696,11699,2013-10-30,44,28.0,4.0,5.0,2.0,1960.0,2.0,5.0,2.0,Perovo,9946335.108,139322,3,0,2,yes,no,36154,13799,91795,33728,10.693444900000001,0.47328000200000003,2.323335486,10.22980747,1.677136474,1.6575208559999999,0.743634059,1000000
26284,26287,2014-12-11,42,27.0,2.0,5.0,1.0,1965.0,2.0,5.0,2.0,Novogireevo,4395332.782,94561,2,0,5,no,no,72131,13523,56908,24130,10.58663093,1.803372685,0.9927498570000001,10.84936101,0.7135415890000001,0.7135415890000001,0.393578892,7700000
29646,29649,2015-05-12,18,11.0,10.0,12.0,1.0,1984.0,1.0,0.0,2.0,Orehovo-Borisovo Juzhnoe,7128794.3379999995,145576,1,0,6,no,no,129207,13595,104635,27346,16.62743002,2.121043624,2.280304138,17.41015229,0.865930552,0.865930552,2.417039901,2000000
26735,26738,2014-12-18,38,20.0,8.0,22.0,1.0,1989.0,1.0,9.0,3.0,Solncevo,11324091.93,113897,2,0,5,no,no,125111,16287,75334,22276,17.40059221,2.259726988,0.8468697629999999,20.52758572,0.6738421040000001,0.6738421040000001,5.100245866,6300000
14752,14755,2014-02-08,53,34.0,2.0,9.0,1.0,1973.0,3.0,6.0,2.0,Gol'janovo,14286990.83,157010,3,0,5,no,no,12327,16831,98260,41919,15.14304834,0.43386346299999995,3.0296101139999996,13.04540162,3.1490702410000004,3.140924816,3.140429572,6800000
14076,14079,2014-01-24,76,46.0,11.0,17.0,1.0,1982.0,3.0,10.0,2.0,Izmajlovo,15045565.2,102828,6,0,6,no,no,122862,10988,65499,26341,12.08542118,2.7652972119999997,0.823341755,10.68043379,0.68379041,0.517629748,1.840828044,13500000
24568,24571,2014-11-11,53,28.0,13.0,16.0,5.0,1976.0,2.0,11.0,2.0,Teplyj Stan,8392316.21,130396,1,0,5,no,no,90114,15541,76776,38079,15.73162231,0.218810208,4.874482053,23.48237543,2.535247092,1.959415752,1.327503075,8450000
22391,22394,2014-09-10,44,27.0,2.0,5.0,2.0,1970.0,2.0,5.0,2.0,Ljublino,17881913.61,165727,3,0,4,no,no,89971,23651,107626,34450,10.857704400000001,3.2693882839999997,0.510748895,11.63776683,1.453310696,1.453310696,0.712394865,6300000
27632,27635,2015-01-30,46,28.0,4.0,12.0,1.0,1972.0,2.0,6.0,3.0,Chertanovo Juzhnoe,9282438.657,143661,3,0,9,no,no,112221,17830,93309,32522,16.47077629,0.961194193,0.406943935,16.30562541,1.746508971,2.129673018,2.3292490569999997,7300000
23603,23606,2014-10-15,32,19.0,5.0,9.0,1.0,1967.0,1.0,6.0,2.0,Dmitrovskoe,7126815.285,87713,1,0,5,no,yes,100846,9604,61600,16509,15.64927903,1.440719602,0.593173564,12.12993005,3.354116968,3.047909105,1.8035053319999999,5300000
18520,18523,2014-05-16,39,20.0,13.0,14.0,1.0,1986.0,1.0,8.0,2.0,Orehovo-Borisovo Severnoe,7462269.562999999,129207,0,0,4,no,no,77878,10079,83861,35267,16.43531782,2.31440289,2.142684561,17.11325549,0.569033754,0.569033754,2.235403077,2000000
28739,28742,2015-03-31,49,34.0,9.0,9.0,4.0,1966.0,3.0,5.0,2.0,Juzhnoe Medvedkovo,3879802.193,81980,0,0,3,no,no,27992,10412,52793,18775,13.39201282,2.4990887330000002,0.791330036,11.16510144,2.479308833,2.456738809,3.021392052,8400000
8929,8932,2013-07-04,59,35.0,6.0,9.0,2.0,1946.0,2.0,5.0,2.0,Hamovniki,10071560.22,102726,5,1,5,no,no,75377,14868,61102,26756,2.8472119310000004,1.8328440730000002,0.470816495,2.267732566,1.6671391080000002,1.5440397080000001,0.63643326,19100000
13882,13885,2014-01-20,31,21.0,3.0,9.0,1.0,1962.0,1.0,5.0,2.0,Marfino,2104404.816,26943,1,0,0,no,no,80917,3363,15891,7689,8.317024007,1.601425157,0.634834531,5.946122867000001,1.847620024,1.629558036,2.110828755,5350000
11192,11195,2013-10-12,37,19.0,14.0,17.0,1.0,1994.0,1.0,0.0,3.0,Otradnoe,10053051.74,175518,1,0,9,no,no,61396,21400,112133,41985,12.07728744,3.673032832,1.522302307,9.093737952,1.632610729,1.632610729,2.812366843,6900000
12945,12948,2013-12-10,39,38.0,13.0,1.0,1.0,2013.0,1.0,1.0,1.0,Nagornoe,5293464.965,77878,3,0,2,no,no,115352,10600,49882,17396,8.468180406,0.49245053899999996,0.260440451,9.119446745,0.688337538,0.688337538,1.400513596,7544570
25637,25640,2014-12-02,39,16.0,16.0,19.0,4.0,2016.0,1.0,11.0,1.0,Poselenie Shherbinka,7878765.472999999,32241,0,0,1,no,no,39873,4207,20445,7589,28.15157234,1.9217305880000002,1.133269037,29.50249497,7.452168749,7.468866947,9.849306808,4001493
9807,9810,2013-08-14,52,29.0,5.0,23.0,1.0,1987.0,2.0,8.0,3.0,Nagatinskij Zaton,9589336.912,115352,1,0,3,no,no,76284,15727,70194,29431,7.793966706,2.307536808,1.21049923,10.01394164,2.3818671940000002,2.3818671940000002,2.509382486,9150000
14022,14025,2014-01-23,79,45.0,2.0,22.0,1.0,2007.0,3.0,10.0,3.0,Novo-Peredelkino,8591335.051,111023,3,0,1,no,no,132349,12244,81271,17508,20.38505199,3.093550343,0.743602635,23.694245000000002,1.429211545,1.4104394530000002,8.27354722,12550000
13710,13713,2014-01-14,65,39.0,2.0,12.0,1.0,1975.0,3.0,7.0,2.0,Bibirevo,6407578.1,155572,1,0,16,no,no,86206,21154,98207,36211,15.00060189,1.7697614590000001,1.267818872,13.56812792,1.186452125,1.186452125,0.7610037829999999,9250000
29053,29056,2015-04-10,52,30.0,4.0,14.0,1.0,1984.0,2.0,8.0,1.0,Orehovo-Borisovo Severnoe,7462269.562999999,129207,0,0,4,no,no,77878,10079,83861,35267,14.93807553,3.45725917,2.29716847,15.94414419,2.333689679,2.333689679,1.4046629780000002,8425000
27497,27500,2015-01-24,59,34.0,15.0,17.0,1.0,1988.0,2.0,10.0,3.0,Ljublino,17881913.61,165727,3,0,4,no,no,89971,23651,107626,34450,10.82110203,2.176334014,1.191215938,11.48800059,0.52361962,0.52361962,1.5230502940000001,9950000
27777,27780,2015-02-07,64,64.0,17.0,17.0,1.0,2015.0,2.0,1.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,20.54946417,1.905125046,1.2148613240000001,24.06121446,3.7768359589999996,3.7768359589999996,4.317743898,6720000
28778,28781,2015-04-01,48,31.0,1.0,9.0,1.0,1970.0,2.0,6.0,3.0,Veshnjaki,10518366.87,118945,2,0,4,no,no,104410,11729,74032,33184,13.47628781,0.483440627,0.816352677,14.29302207,1.4999273480000002,1.421168084,2.09445949,5900000
