,id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,sub_area,area_m,raion_popul,healthcare_centers_raion,university_top_20_raion,shopping_centers_raion,oil_chemistry_raion,nuclear_reactor_raion,full_all,young_all,work_all,ekder_all,kremlin_km,big_road1_km,railroad_km,zd_vokzaly_avto_km,metro_km_avto,metro_km_walk,radiation_km,price_doc
27676,27679,2015-02-02,75,40.0,16.0,17.0,1.0,1972.0,3.0,7.0,2.0,Ochakovo-Matveevskoe,17526506.21,118843,0,0,6,no,no,111023,16098,78670,24075,10.44686984,2.584841144,0.40998906799999996,11.16587203,4.347274143,4.347274143,1.7062552819999999,13500000
29249,29252,2015-04-20,81,1.0,13.0,1.0,1.0,2016.0,3.0,1.0,1.0,Poselenie Sosenskoe,66772450.69,9553,0,0,0,no,no,13890,1370,6127,2056,22.56765524,1.4440976630000002,3.852319982,24.61318839,5.801570545,5.801570545,5.368975411,8270041
24950,24953,2014-11-19,45,27.0,9.0,9.0,1.0,1971.0,2.0,5.0,3.0,Danilovskoe,12495435.25,91100,3,0,11,no,no,102590,12370,54478,24252,4.378661415,0.508044542,0.087584632,2.513077054,0.9120285340000001,0.729959062,1.7478597130000002,7500000
21368,21371,2014-08-08,73,42.0,4.0,16.0,1.0,2001.0,2.0,12.0,3.0,Kon'kovo,7811375.433999999,153248,3,0,11,no,no,123000,16468,100062,36718,13.86810808,2.155841286,6.100393717,15.13582327,0.7441888440000001,0.7441888440000001,0.496246484,15700000
15042,15045,2014-02-14,61,61.0,18.0,25.0,1.0,2014.0,2.0,1.0,1.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,18.7528432,1.74485586,1.6632749690000002,16.40081357,0.031808467,0.031808467,5.509276754,10002971
27479,27482,2015-01-23,66,39.0,6.0,9.0,2.0,1983.0,3.0,8.0,3.0,Poselenie Shherbinka,7878765.472999999,32241,0,0,1,no,no,39873,4207,20445,7589,27.02113976,0.125779765,0.590010818,27.02238493,5.668705632999999,5.668705632999999,8.224477103,7100000
26580,26583,2014-12-16,46,29.0,6.0,9.0,1.0,1973.0,2.0,5.0,2.0,Mozhajskoe,16861532.79,132349,1,0,9,no,no,142462,20725,82808,28816,13.95656686,0.40333313600000004,0.423490682,12.11711771,4.032627863,4.097365986000001,1.4685252919999998,7350000
27089,27092,2014-12-24,63,33.0,3.0,17.0,4.0,2004.0,2.0,12.0,3.0,Severnoe Butovo,8889466.752,90114,2,0,8,no,no,78616,10562,65270,14282,20.59077964,0.639774415,0.744442706,20.49183574,1.31158676,1.31158676,2.503760465,12000000
13502,13505,2013-12-27,111,64.0,10.0,14.0,1.0,1998.0,3.0,11.0,3.0,Vyhino-Zhulebino,15094874.77,219609,3,0,8,no,no,1318695,22341,140182,57086,15.85942754,0.130513832,2.1147058640000003,16.86553442,1.175722401,1.175722401,2.5883560080000003,12665000
21272,21275,2014-08-04,48,29.0,3.0,5.0,2.0,1960.0,2.0,5.0,2.0,Akademicheskoe,5704502.19,106445,4,0,1,no,yes,1362363,12074,68518,25853,6.902136845,1.8138155740000002,0.749010693,6.871427524,1.358680769,1.358680769,1.4237191869999999,7000000
21800,21803,2014-08-22,80,41.0,1.0,17.0,1.0,2013.0,3.0,13.0,1.0,Poselenie Moskovskij,40366999.51,21819,0,0,2,no,no,7341,3128,13996,4695,22.43171631,0.48081501,3.7451840560000003,30.5877935,6.392467607,5.368497926,8.302816703,5874800
29590,29593,2015-05-07,65,30.0,13.0,17.0,4.0,2015.0,2.0,1.0,1.0,Poselenie Voskresenskoe,21494094.8,7122,0,0,0,no,no,9553,1021,4568,1533,25.89297057,4.61459801,1.423539775,29.34899905,2.531421821,2.531421821,7.734073936000001,6823584
26340,26343,2014-12-12,64,38.0,12.0,12.0,1.0,1983.0,3.0,8.0,2.0,Kosino-Uhtomskoe,14883622.34,72131,1,0,0,no,no,102828,13954,49242,8935,15.21322031,0.922063616,0.682687222,18.737713600000003,2.29290086,2.061549921,1.182467405,8450000
9795,9798,2013-08-13,50,30.0,4.0,17.0,1.0,1996.0,2.0,8.0,3.0,Birjulevo Vostochnoe,14795571.25,145088,2,0,3,no,no,1716730,21130,93008,30950,17.53053803,2.102823995,0.5449436879999999,17.33603342,3.497067183,3.491474846,1.975164905,10250000
11421,11424,2013-10-22,34,19.0,16.0,16.0,5.0,1987.0,1.0,9.0,3.0,Vyhino-Zhulebino,15094874.77,219609,3,0,8,no,no,1318695,22341,140182,57086,12.98958263,0.777895575,0.448993487,14.75809796,0.7431514840000001,0.7431514840000001,0.9603576309999999,5500000
28027,28030,2015-02-21,42,26.0,6.0,9.0,1.0,1975.0,2.0,6.0,2.0,Otradnoe,10053051.74,175518,1,0,9,no,no,61396,21400,112133,41985,12.40318461,3.6172372110000004,1.520804936,11.78083972,1.043394602,1.024214163,2.7697741469999997,8150000
15072,15075,2014-02-17,32,18.0,6.0,9.0,1.0,1972.0,1.0,6.0,2.0,Veshnjaki,10518366.87,118945,2,0,4,no,no,104410,11729,74032,33184,13.39519213,0.339980369,0.7410507409999999,15.63245267,2.605120514,2.605120514,2.554488057,5600000
24176,24179,2014-10-30,32,17.0,3.0,5.0,2.0,1957.0,1.0,6.0,2.0,Sokolinaja Gora,7905261.321,85956,5,1,8,no,no,85083,9647,55337,20972,7.783263402,3.0121074489999997,0.561245886,5.436234812,1.074845729,1.0532723659999998,0.601910911,6800000
19874,19877,2014-06-20,38,19.0,10.0,17.0,1.0,1990.0,1.0,8.0,3.0,Juzhnoportovoe,4579593.033,71715,4,0,7,no,no,101708,9458,44334,17923,6.468412862999999,1.161527789,0.878791315,7.204868649,1.022182867,0.492287782,2.6598397080000002,7200000
24570,24573,2014-11-11,76,45.0,5.0,5.0,2.0,1915.0,2.0,14.0,3.0,Basmannoe,8398460.622000001,108171,4,2,10,no,no,28179,13368,68043,26760,3.2577560230000002,1.038910902,0.612541806,2.355294593,1.0053492179999999,1.0053492179999999,0.96728147,15200000
26657,26660,2014-12-17,35,17.0,3.0,5.0,2.0,1951.0,1.0,7.0,4.0,Izmajlovo,15045565.2,102828,6,0,6,no,no,122862,10988,65499,26341,11.67267057,3.2182879769999997,0.8750227709999999,10.24083723,1.036557473,1.036557473,1.771031754,999000
15956,15959,2014-03-12,38,20.0,2.0,12.0,1.0,1983.0,1.0,8.0,2.0,Nagatinskij Zaton,9589336.912,115352,1,0,3,no,no,76284,15727,70194,29431,9.04607284,3.341189631,1.687237734,11.61176952,3.016520758,3.004236535,1.6166440359999998,6350000
15685,15688,2014-03-04,59,44.0,6.0,9.0,1.0,1974.0,3.0,5.0,2.0,Nagatino-Sadovniki,7750777.821,76284,2,0,10,no,no,76156,10168,46080,20036,7.720348776,1.36674773,1.099212694,7.318912139,1.6869060790000001,1.6869060790000001,2.495238281,3000000
11537,11540,2013-10-24,84,62.0,4.0,6.0,2.0,1932.0,4.0,7.0,2.0,Krasnosel'skoe,4996777.402,47245,3,0,6,no,no,55590,5670,30314,11261,3.061217085,1.345804591,0.11493963800000001,0.751548687,0.719679,0.550325059,2.036688745,15200000
16386,16389,2014-03-22,78,52.0,6.0,9.0,2.0,1957.0,3.0,9.0,3.0,Nizhegorodskoe,7506452.02,43795,0,0,6,no,no,19940,5291,29660,8844,6.449221781,0.997757273,0.093745461,6.010185427000001,1.7499129340000001,0.622687607,0.9968569070000001,11400000
11700,11703,2013-10-30,51,33.0,2.0,9.0,1.0,1972.0,3.0,6.0,2.0,Teplyj Stan,8392316.21,130396,1,0,5,no,no,90114,15541,76776,38079,14.41371921,2.296532412,6.474121777000001,15.13352716,0.741892731,0.741892731,0.402391988,8400000
19015,19018,2014-05-28,77,45.0,4.0,14.0,1.0,1996.0,3.0,10.0,3.0,Novokosino,3707575.212,103746,1,0,4,no,no,94561,11940,73158,18648,14.61337302,0.8248829209999999,1.9436410769999999,19.27053203,1.893095033,1.796242041,3.2293067619999998,10050000
27400,27403,2015-01-21,38,38.0,6.0,6.0,1.0,2016.0,1.0,1.0,1.0,Poselenie Desjonovskoe,52995275.39,13890,0,0,0,no,no,21819,1991,8910,2989,29.13376481,0.46467934899999996,8.607589577999999,30.19535429,12.71856773,12.0196948,12.72148776,4133322
14400,14403,2014-01-31,74,45.0,10.0,17.0,1.0,1990.0,3.0,10.0,2.0,Ramenki,18800000.1,125111,5,1,5,no,no,61039,16928,79011,29172,6.146764874,1.392683195,1.440883074,5.546083966,2.168475351,1.8345228480000002,1.127748717,14900000
21099,21102,2014-07-25,113,64.0,8.0,16.0,4.0,2009.0,3.0,16.0,3.0,Poselenie Kokoshkino,8034501.262,12061,0,0,0,no,no,7538,1625,7809,2627,32.33764365,2.29922664,0.423572684,39.16359976,15.92747996,13.49236152,19.86104492,7500000
14486,14489,2014-02-03,46,46.0,13.0,13.0,6.0,2014.0,1.0,0.0,1.0,Tverskoe,7307410.574,75377,3,2,23,no,no,116742,11272,43921,20184,0.072896553,4.081282581,2.566044379,4.060429824,1.036567808,1.121589009,0.890000675,4363862
12848,12851,2013-12-06,38,17.0,1.0,7.0,1.0,2001.0,1.0,9.0,3.0,Juzhnoe Butovo,26155137.04,178264,1,0,4,no,no,102618,30808,121369,26087,23.06464299,2.422024684,0.155871735,24.66967205,1.0695597959999998,0.751945544,5.139111807,5350000
26138,26141,2014-12-09,43,28.0,4.0,5.0,2.0,1964.0,2.0,5.0,3.0,Akademicheskoe,5704502.19,106445,4,0,1,no,yes,1362363,12074,68518,25853,8.527539961,2.549602121,2.11018735,10.07366792,1.4429574859999998,1.4278876969999998,1.822142496,1100000
27287,27290,2015-01-14,85,61.0,9.0,10.0,2.0,1973.0,3.0,7.0,3.0,Ostankinskoe,12505755.08,61396,3,0,1,no,no,65972,7278,37484,16634,5.883549479,0.076961305,0.6229338010000001,1.727656712,2.388486976,1.540174485,1.925780999,18850000
8976,8979,2013-07-05,43,27.0,2.0,5.0,2.0,1964.0,2.0,5.0,2.0,Perovo,9946335.108,139322,3,0,2,yes,no,36154,13799,91795,33728,9.060126788,1.3051039759999998,1.118832001,9.097324146,1.383200718,1.203496451,1.84704562,6600000
27516,27519,2015-01-26,55,34.0,8.0,9.0,2.0,1959.0,2.0,9.0,2.0,Donskoe,5686537.395,48439,0,0,3,no,no,91100,7033,28737,12669,5.048867488,0.097221302,0.074402499,4.201578112,1.3635232730000002,0.719850819,1.296572358,6000000
25763,25766,2014-12-03,114,60.0,2.0,15.0,4.0,2006.0,3.0,17.0,3.0,Kuncevo,52351766.54,142462,0,0,3,no,no,78507,19784,85551,37127,11.39952884,1.599834495,0.24034704699999998,11.40135971,1.3424977130000002,1.3424977130000002,1.284160008,10623600
23024,23027,2014-09-29,92,32.0,3.0,17.0,1.0,2006.0,2.0,11.0,3.0,Kosino-Uhtomskoe,14883622.34,72131,1,0,0,no,no,102828,13954,49242,8935,16.93471199,2.223886599,1.8813859169999998,22.21793418,0.6315129829999999,0.6315129829999999,1.0075026759999999,2000000
29385,29388,2015-04-24,55,30.0,5.0,9.0,1.0,1998.0,2.0,12.0,3.0,Juzhnoe Butovo,26155137.04,178264,1,0,4,no,no,102618,30808,121369,26087,24.77908165,4.152246095,0.490549443,27.55348561,0.7359083759999999,0.7359083759999999,6.62008144,8800000
22710,22713,2014-09-19,48,30.0,8.0,12.0,1.0,1974.0,2.0,6.0,2.0,Otradnoe,10053051.74,175518,1,0,9,no,no,61396,21400,112133,41985,11.63605008,1.677572892,0.899181307,9.522252503999999,1.8130330730000002,1.390862108,0.861632803,8700000
22318,22321,2014-09-08,86,47.0,14.0,20.0,1.0,2014.0,3.0,10.0,1.0,Levoberezhnoe,6424173.859,51455,0,0,7,no,no,96959,5836,31832,13787,15.48281443,0.148502429,2.032712046,13.60531934,1.05489141,0.805101176,0.787067347,13038850
21179,21182,2014-07-30,53,31.0,10.0,16.0,1.0,1982.0,2.0,10.0,2.0,Sokolinaja Gora,7905261.321,85956,5,1,8,no,no,85083,9647,55337,20972,7.861382699,1.277072266,0.12425114699999999,6.94080593,0.292858553,0.292858553,2.228663504,8130000
29380,29383,2015-04-24,40,26.0,1.0,9.0,2.0,1965.0,2.0,5.0,2.0,Lomonosovskoe,3326418.7410000004,83844,1,0,1,no,no,64317,10333,49242,24269,9.551328918,0.660531468,4.139696263,10.60359228,1.467839431,1.302582692,1.607712037,7450000
26110,26113,2014-12-09,54,32.0,13.0,17.0,1.0,1997.0,2.0,9.0,3.0,Novokosino,3707575.212,103746,1,0,4,no,no,94561,11940,73158,18648,14.6748445,0.9052942890000001,1.641311537,19.75057014,1.38059633,1.283743338,3.533656118,8300000
11426,11429,2013-10-22,36,19.0,5.0,9.0,2.0,1973.0,1.0,5.0,2.0,Bogorodskoe,8659075.461000001,104410,1,0,2,no,no,1452550,13897,59366,31147,8.124143395,3.6284840330000003,1.301698655,5.317846473,1.558243731,1.533720247,0.690605632,5300000
13523,13526,2013-12-30,89,59.0,6.0,7.0,2.0,1957.0,3.0,10.0,2.0,Butyrskoe,5027634.0030000005,68630,1,0,5,no,no,155572,9507,43045,16078,6.623441647999999,1.1427557959999999,0.580110221,3.851232277,0.43180050700000006,0.43180050700000006,3.4345916260000005,16000000
27957,27960,2015-02-18,32,19.0,3.0,5.0,2.0,1966.0,1.0,6.0,2.0,Donskoe,5686537.395,48439,0,0,3,no,no,91100,7033,28737,12669,4.627379695,0.34938938799999997,0.700202537,4.4505256289999995,1.017194722,1.122424506,1.078219784,6300000
12783,12786,2013-12-04,42,28.0,3.0,5.0,2.0,1960.0,2.0,5.0,1.0,Pokrovskoe Streshnevo,13089795.79,53786,4,0,5,no,no,178473,6931,33149,13706,12.96383662,1.6683117980000002,1.0079676770000001,11.55164236,2.503523413,2.503523413,0.894309098,6100000
26962,26965,2014-12-20,55,27.0,13.0,23.0,6.0,2005.0,2.0,9.0,3.0,Ramenki,18800000.1,125111,5,1,5,no,no,61039,16928,79011,29172,8.500343866,2.363087529,1.772010853,8.180505549,1.2613642809999999,1.2613642809999999,1.172380711,13400000
20030,20033,2014-06-24,74,74.0,5.0,9.0,1.0,2014.0,2.0,1.0,1.0,Poselenie Sosenskoe,66772450.69,9553,0,0,0,no,no,13890,1370,6127,2056,21.60973301,1.165004998,4.371535312,22.47671845,6.15001015,6.15001015,4.58764645,5639370
11176,11179,2013-10-11,48,21.0,6.0,17.0,6.0,2011.0,1.0,11.0,1.0,Poselenie Sosenskoe,66772450.69,9553,0,0,0,no,no,13890,1370,6127,2056,21.611524600000003,1.042386047,4.473658583,22.55467607,6.389072668,6.389072668,4.66668016,2450000
9915,9918,2013-08-19,42,26.0,5.0,5.0,1.0,1961.0,2.0,5.0,2.0,Savelovskoe,2641243.496,57995,2,0,0,no,no,3521,8583,35405,14007,5.3077316130000005,0.457126101,1.076414678,1.786621483,1.19263212,1.19263212,3.546854684,6500000
17360,17363,2014-04-14,53,32.0,2.0,16.0,1.0,1976.0,2.0,9.0,2.0,Lianozovo,5646405.14,79576,3,0,3,no,no,68630,10019,51295,18262,16.52636051,1.0041239990000002,1.189191069,15.61176082,1.85336139,1.082387512,1.506798285,1000000
26246,26249,2014-12-11,14,10.0,5.0,5.0,2.0,1952.0,1.0,1.0,3.0,Vostochnoe Izmajlovo,3799999.352,76308,4,0,1,no,no,118945,10530,48790,16988,12.41783232,2.118470344,0.814901595,10.99745743,0.532905456,0.532905456,1.5203030130000001,2000000
23510,23513,2014-10-13,97,46.0,22.0,25.0,4.0,2003.0,3.0,12.0,4.0,Butyrskoe,5027634.0030000005,68630,1,0,5,no,no,155572,9507,43045,16078,7.585964825,0.8665793209999999,0.017375042,4.214908649,0.342326295,0.215093698,2.462308077,25000000
24874,24877,2014-11-18,84,84.0,2.0,22.0,4.0,2014.0,3.0,0.0,1.0,Poselenie Vnukovskoe,25536296.81,4001,0,0,1,no,no,17790,574,2566,861,21.90579236,2.808076717,1.727223335,25.69946149,1.722233308,1.722233308,9.036942213,9252450
16114,16117,2014-03-17,57,41.0,8.0,9.0,2.0,1964.0,3.0,5.0,3.0,Filevskij Park,9629358.472000001,89467,3,0,6,no,no,112804,8294,65115,16058,7.806566496,1.182709442,0.127646015,6.145999139,0.6762259829999999,0.597422683,0.908443531,1000000
24322,24325,2014-11-05,47,17.0,25.0,25.0,1.0,2012.0,1.0,10.0,3.0,Poselenie Vnukovskoe,25536296.81,4001,0,0,1,no,no,17790,574,2566,861,23.22247513,2.847995975,2.172284743,27.31358289,3.336354707,3.336354707,10.34762076,4325270
16445,16448,2014-03-24,37,13.0,4.0,5.0,2.0,1976.0,1.0,10.0,2.0,Poselenie Shherbinka,7878765.472999999,32241,0,0,1,no,no,39873,4207,20445,7589,26.991925899999995,0.516835154,0.203443345,26.76286351,5.2455703,5.2455703,8.30429366,4000000
13325,13328,2013-12-23,66,44.0,7.0,12.0,5.0,1967.0,3.0,9.0,2.0,Vostochnoe Izmajlovo,3799999.352,76308,4,0,1,no,no,118945,10530,48790,16988,12.45895118,1.99951431,0.9767857209999999,11.37671986,0.9121678809999999,0.9121678809999999,1.325946824,10800000
27780,27783,2015-02-07,60,58.0,9.0,14.0,1.0,1998.0,2.0,10.0,3.0,Akademicheskoe,5704502.19,106445,4,0,1,no,yes,1362363,12074,68518,25853,7.794291806,2.119433897,1.670628147,8.873549527,1.534478615,1.4713041919999998,1.5465807740000002,15000000
11031,11034,2013-10-07,31,31.0,6.0,25.0,1.0,2013.0,1.0,1.0,1.0,Poselenie Sosenskoe,66772450.69,9553,0,0,0,no,no,13890,1370,6127,2056,21.60973301,1.165004998,4.371535312,22.47671845,6.15001015,6.15001015,4.58764645,3413300
10408,10411,2013-09-11,53,38.0,2.0,16.0,1.0,1968.0,3.0,6.0,2.0,Matushkino,4708040.47,38075,0,0,0,no,no,85219,5572,22413,10090,36.5953157,2.0904117369999997,2.198330012,36.77068094,23.13619509,22.99416412,20.86773535,5700000
24494,24497,2014-11-10,31,21.0,1.0,9.0,5.0,1964.0,1.0,1.0,2.0,Kuz'minki,7984443.568,142243,1,0,5,no,no,31167,16405,93811,32027,10.27374754,0.564358204,0.6389524089999999,11.20749344,1.122887006,0.6992750940000001,0.504461615,5100000
17880,17883,2014-04-25,85,48.0,6.0,1.0,2.0,2014.0,3.0,1.0,1.0,Poselenie Voskresenskoe,21494094.8,7122,0,0,0,no,no,9553,1021,4568,1533,25.59597356,4.540853936,1.128409282,29.07249357,2.254916339,2.254916339,7.4364867939999995,8883798
13662,13665,2014-01-13,42,24.0,12.0,12.0,1.0,1970.0,2.0,5.0,4.0,Severnoe Tushino,9249237.174,156377,3,0,5,no,no,53786,22961,93843,39573,16.54119891,1.6284718230000002,1.9757254309999999,15.9801336,1.4056812140000001,1.4056812140000001,2.839876022,7150000
29975,29978,2015-05-27,104,58.0,7.0,7.0,2.0,2000.0,3.0,11.0,1.0,Mar'ina Roshha,4684027.803,65972,3,0,7,no,no,26943,7150,43472,15350,3.5534278460000004,0.7159119070000001,0.995918422,1.872065813,0.90312802,0.860583689,2.1133745680000002,40000000
14235,14238,2014-01-28,35,20.0,2.0,12.0,1.0,1969.0,1.0,9.0,3.0,Caricyno,8287309.438999999,125354,3,0,2,no,no,145576,11908,84387,29059,13.23608606,3.368494188,0.77641464,13.35079975,1.7737439,1.746455391,0.761815246,5500000
13896,13899,2014-01-20,52,51.0,9.0,17.0,1.0,2014.0,2.0,1.0,1.0,Tverskoe,7307410.574,75377,3,2,23,no,no,116742,11272,43921,20184,0.072896553,4.081282581,2.566044379,4.060429824,1.036567808,1.121589009,0.890000675,4412844
15391,15394,2014-02-25,38,19.0,12.0,22.0,1.0,1989.0,1.0,10.0,2.0,Solncevo,11324091.93,113897,2,0,5,no,no,125111,16287,75334,22276,17.35216619,2.205419036,0.879359698,20.54661213,0.6928685109999999,0.6928685109999999,5.039745462,5900000
19983,19986,2014-06-23,32,17.0,9.0,9.0,1.0,1967.0,1.0,7.0,3.0,Rjazanskij,6377883.078,101982,0,0,0,no,no,83369,12842,62215,26925,11.04834019,1.7642821219999998,0.635826825,10.81792108,1.626188825,0.335009942,1.248470003,5400000
19246,19249,2014-06-02,105,1.0,13.0,1.0,1.0,2014.0,3.0,1.0,1.0,Izmajlovo,15045565.2,102828,6,0,6,no,no,122862,10988,65499,26341,10.48800676,3.669179113,1.056147197,9.119672392,1.9256557630000002,1.786701396,1.9735089080000001,20286662
19465,19468,2014-06-07,40,22.0,2.0,14.0,5.0,1970.0,2.0,6.0,2.0,Severnoe Izmajlovo,4190070.548,85083,0,0,4,no,no,139322,11746,49742,23595,10.48880145,4.62107667,0.9481389570000001,9.510818514,2.602241291,2.601585035,2.063993473,5950000
28194,28197,2015-03-03,112,76.0,5.0,6.0,2.0,1940.0,4.0,10.0,3.0,Vojkovskoe,5333221.259,64931,2,0,5,no,no,73148,8240,38266,18425,10.69433592,0.035196849,0.243128247,7.906547335,0.305103181,0.305103181,3.101909035,18700000
13858,13861,2014-01-17,77,53.0,3.0,4.0,2.0,1957.0,3.0,7.0,3.0,Basmannoe,8398460.622000001,108171,4,2,10,no,no,28179,13368,68043,26760,2.920852421,1.4468407330000002,0.247952862,1.897094693,0.666081861,0.666081861,1.371838649,17500000
20859,20862,2014-07-15,79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,19.6919043,3.481845093,3.024246456,24.84404146,0.801174699,0.08615836,3.41149159,7402800
29697,29700,2015-05-14,37,35.0,15.0,16.0,5.0,1987.0,1.0,10.0,3.0,Akademicheskoe,5704502.19,106445,4,0,1,no,yes,1362363,12074,68518,25853,7.233355757000001,1.2436258390000001,1.751822065,7.74552253,0.321040803,0.321040803,0.657738966,7500000
28734,28737,2015-03-31,31,16.0,2.0,12.0,5.0,1972.0,1.0,1974.0,3.0,Matushkino,4708040.47,38075,0,0,0,no,no,85219,5572,22413,10090,38.31191026,0.322928673,1.856171478,36.8570943,25.20511095,24.753745499999997,22.43739308,1000000
26720,26723,2014-12-18,43,21.0,5.0,17.0,1.0,1976.0,1.0,8.0,2.0,Hovrino,5264733.751,80791,0,0,1,no,no,81887,11356,47628,21807,13.32273114,2.232501067,0.8373073059999999,10.471743,2.732083657,2.732083657,2.9505640189999998,8800000
24090,24093,2014-10-29,65,26.0,1.0,4.0,1.0,2014.0,2.0,1.0,1.0,Poselenie Desjonovskoe,52995275.39,13890,0,0,0,no,no,21819,1991,8910,2989,30.24621098,0.30801551,9.215616783,33.91355062,13.53875904,13.53875904,13.67269538,6296110
24936,24939,2014-11-19,47,32.0,2.0,12.0,5.0,1966.0,2.0,9.0,2.0,Gol'janovo,14286990.83,157010,3,0,5,no,no,12327,16831,98260,41919,13.84979609,1.424888111,1.931914608,11.73040014,1.7895125040000002,1.67540561,1.9872181,6500000
27925,27928,2015-02-16,35,19.0,2.0,12.0,4.0,1970.0,1.0,9.0,3.0,Vyhino-Zhulebino,15094874.77,219609,3,0,8,no,no,1318695,22341,140182,57086,13.35537707,0.43995977399999997,0.49095597,13.50262688,1.29931591,1.29931591,1.266020527,6000000
13919,13922,2014-01-20,89,51.0,23.0,23.0,5.0,2007.0,3.0,11.0,1.0,Rjazanskij,6377883.078,101982,0,0,0,no,no,83369,12842,62215,26925,8.579655909,0.9648919090000001,0.29730065699999997,9.4762431,1.6212081040000001,1.6212081040000001,0.325250831,6015000
19350,19353,2014-06-04,58,33.0,13.0,22.0,1.0,2002.0,2.0,10.0,3.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,no,87713,11996,51138,15676,14.66071504,1.6495885119999998,0.823881291,11.5239349,2.7481218189999996,2.441913956,2.1370567080000002,10000000
15169,15172,2014-02-18,62,38.0,6.0,9.0,1.0,1975.0,3.0,8.0,3.0,Losinoostrovskoe,5361326.947,80917,1,0,1,no,no,79576,9111,49063,22743,14.37651553,1.237693359,0.473501615,11.16432414,2.975262152,2.975262152,0.869091595,10000000
21259,21262,2014-08-04,54,36.0,5.0,5.0,1.0,1962.0,3.0,5.0,3.0,Kotlovka,3998216.265,64317,0,0,3,no,no,153248,8284,41476,14557,8.556975985,1.882811414,1.597099698,10.43437887,1.809054744,1.807598316,2.414739649,8500000
15333,15336,2014-02-24,37,17.0,15.0,23.0,1.0,1987.0,1.0,7.0,2.0,Nagatinskij Zaton,9589336.912,115352,1,0,3,no,no,76284,15727,70194,29431,7.793966706,2.307536808,1.21049923,10.01394164,2.3818671940000002,2.3818671940000002,2.509382486,7000000
28419,28422,2015-03-18,53,30.0,6.0,12.0,1.0,1979.0,2.0,8.0,2.0,Savelki,7759253.984,32071,3,0,2,no,no,37807,4100,19960,8011,35.35975973,1.495822865,2.4481111269999998,34.7021432,23.05015985,23.19185375,19.54741694,2000000
20146,20149,2014-06-25,55,36.0,5.0,5.0,1.0,1963.0,3.0,5.0,2.0,Zjuzino,5391434.257,123000,0,2,2,no,no,76670,14317,78835,29848,10.82429286,1.629291012,1.782118272,11.13518613,0.284835815,0.284835815,0.549314327,7900000
13139,13142,2013-12-16,51,33.0,8.0,9.0,5.0,1974.0,2.0,6.0,1.0,Kon'kovo,7811375.433999999,153248,3,0,11,no,no,123000,16468,100062,36718,12.33776272,2.930858048,5.06150099,13.44921496,1.598430585,1.583133939,1.6317040390000002,8300000
25515,25518,2014-11-29,33,19.0,4.0,9.0,1.0,1984.0,1.0,6.0,3.0,Jaroslavskoe,8338438.453,94236,1,1,3,no,no,81980,14309,58882,21045,11.55160025,0.059742495,0.40131557100000004,9.914710762999999,4.9367818539999995,2.484937176,1.9604906030000002,6000000
12268,12271,2013-11-19,51,51.0,3.0,17.0,1.0,2013.0,2.0,1.0,1.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,20.54946417,1.905125046,1.2148613240000001,24.06121446,3.7768359589999996,3.7768359589999996,4.317743898,5115198
10423,10426,2013-09-11,58,34.0,11.0,22.0,1.0,1995.0,2.0,10.0,2.0,Otradnoe,10053051.74,175518,1,0,9,no,no,61396,21400,112133,41985,12.33169678,2.405699631,1.210859119,10.57499091,1.213330354,0.770190467,1.7303216419999998,10300000
14297,14300,2014-01-29,46,30.0,4.0,5.0,5.0,1963.0,2.0,5.0,3.0,Nagornoe,5293464.965,77878,3,0,2,no,no,115352,10600,49882,17396,11.72192075,0.7498712959999999,1.029287939,11.68629965,1.532391534,0.525352915,0.765454388,6600000
23173,23176,2014-10-01,76,41.0,10.0,17.0,1.0,2007.0,3.0,12.0,3.0,Troickij okrug,16315230.22,39873,0,0,0,no,no,143661,6363,24009,9501,35.17878219,1.120489719,13.45732977,37.23958597,19.76279941,19.72910573,18.91775726,8700000
27040,27043,2014-12-22,35,35.0,9.0,9.0,5.0,1965.0,1.0,10.0,2.0,Rjazanskij,6377883.078,101982,0,0,0,no,no,83369,12842,62215,26925,10.60562293,1.52649207,1.0092741090000001,11.07194059,1.005356339,1.209580314,1.5082002540000001,2000000
16851,16854,2014-04-02,67,67.0,3.0,5.0,4.0,2014.0,2.0,10.0,1.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,no,87713,11996,51138,15676,15.86904434,0.57643715,0.064325275,14.77844235,2.159295482,2.162658516,0.71814572,6142005
24636,24639,2014-11-12,46,29.0,4.0,9.0,1.0,1977.0,2.0,6.0,2.0,Orehovo-Borisovo Juzhnoe,7128794.3379999995,145576,1,0,6,no,no,129207,13595,104635,27346,17.72747637,0.887727438,1.4731094980000001,18.22769505,1.7318381719999998,1.585169125,2.250708888,7300000
16110,16113,2014-03-17,44,42.0,6.0,9.0,1.0,1969.0,2.0,5.0,3.0,Severnoe Tushino,9249237.174,156377,3,0,5,no,no,53786,22961,93843,39573,16.6450439,1.475989585,1.704558518,16.66495033,2.1372507659999997,1.990873416,3.364261061,8400000
